Company: 100 Al Sultan Industrial Cement,,,,,,,,,,,,,,,,,,
Production orders,,,,,,,,,,,,,,,,,,
Parent project,Production orders,Description,Item code,Item description,Planning,Actual,Unit,Selection code,Warehouse,Cost center,Person,Status,Start date,End date,Attachment,Note,Overdue,Position number
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"12,960.00000000","12,960.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"6,480.00000000","6,480.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,AGDS01,Sand,"2,160.00000000","2,160.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"4,968.00000000","4,968.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,PBN01,Pigment Brown,188.78400000,188.78400000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,STS01,Strapping Steel (black),194.40000000,194.40000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600066946,Plant-03 Day Shift,RECSO8DGR100,Rectangle 20x10/8cm/Dark Grey/Single Mix,"1,758.00000000","1,758.00000000",M2,,1,,User -  SHAHID SHAHID,Completed,1/2/2024,11/25/2027,No,No,0,
,,Standard,,,"279,346.20000000","226,606.20000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"52,740.00000000",0.00000000,kg,,1,,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"105,480.00000000","105,480.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"52,740.00000000","52,740.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,AGDS01,Sand,"17,580.00000000","17,580.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"49,224.00000000","49,224.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,STS01,Strapping Steel (black),"1,582.20000000","1,582.20000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600066947,Plant-03 Night Shift,RECO8BK100,Rectangle 20x10/8cm/Black,"1,699.20000000","1,699.20000000",M2,,1,,User -  SHAHID SHAHID,Completed,1/2/2024,1/5/2028,No,No,0,
,,Standard,,,"359,797.10400000","291,829.10400000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"67,968.00000000",0.00000000,kg,,1,,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"135,936.00000000","135,936.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"67,968.00000000","67,968.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,AGDS01,Sand,"22,655.43360000","22,655.43360000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"62,870.40000000","62,870.40000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,PBK01,Pigment Black,"2,212.35840000","2,212.35840000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,STS01,Strapping Steel (black),186.91200000,186.91200000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600066948,TopWerk,LAS08GRSBC100,Rectangle 60x40/8cm/Grey/ShotBlast-Curl,456.00000000,416.00000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/2/2024,1/2/2024,No,No,0,
,,Standard,,,"70,178.40000000","64,022.40000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"13,680.00000000","12,480.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"27,360.00000000","24,960.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"13,680.00000000","12,480.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,AGDS01,Sand,"4,560.00000000","4,160.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"10,488.00000000","9,568.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,STS01,Strapping Steel (black),410.40000000,374.40000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600066949,TopWerk,LALL08GRSBCC100,Rectangle 60x40/8cm/Grey/ShotBlast-Curl-Coat,169.00000000,146.00000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/2/2024,1/2/2024,No,No,0,
,,Standard,,,"26,009.10000000","22,469.40000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"5,070.00000000","4,380.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"10,140.00000000","8,760.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"5,070.00000000","4,380.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,AGDS01,Sand,"1,690.00000000","1,460.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"3,887.00000000","3,358.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,STS01,Strapping Steel (black),152.10000000,131.40000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/2/2024,1/2/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600066950,Kerbstone,K10CH60-004,Kerbstone 60x30x15 10ch,"1,570.00000000","1,570.00000000",Nos,,1,,User -  SHAHID SHAHID,Completed,1/3/2024,1/3/2024,No,No,0,
,,Standard,,,"104,197.76000000","104,197.76000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"21,791.60000000","21,791.60000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"15,263.54000000","15,263.54000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/4,Aggregate 3/4,"39,250.00000000","39,250.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"4,348.90000000","4,348.90000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AGDS01,Sand,"10,902.08000000","10,902.08000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"12,560.00000000","12,560.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,FP300X600,FP300X600,40.82000000,40.82000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,FP315X600,FP315X600,40.82000000,40.82000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600066951,Kerbstone,KFH91-003,Kerbstone 91.5x25x10 Flush,805.00000000,805.00000000,Nos,,1,,User -  SHAHID SHAHID,Completed,1/3/2024,1/3/2024,No,No,0,
,,Standard,,,"64,437.03000000","64,437.03000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"13,411.30000000","13,411.30000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"9,386.30000000","9,386.30000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/4,Aggregate 3/4,"24,150.00000000","24,150.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"2,680.65000000","2,680.65000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AGDS01,Sand,"6,705.65000000","6,705.65000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"8,050.00000000","8,050.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,FP260X915,FP260X915,26.56500000,26.56500000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,FP315X915,FP315X915,26.56500000,26.56500000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600066952,Kerbstone,K10BN60-003,Kerbstone 60x30x10 B/N,"1,190.00000000","1,190.00000000",Nos,,1,,User -  SHAHID SHAHID,Completed,1/3/2024,1/3/2024,No,No,0,
,,Standard,,,"109,244.38000000","109,244.38000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"22,883.70000000","22,883.70000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"16,017.40000000","16,017.40000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/4,Aggregate 3/4,"41,185.90000000","41,185.90000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"4,569.60000000","4,569.60000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AGDS01,Sand,"11,435.90000000","11,435.90000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"13,090.00000000","13,090.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,FP300X600,FP300X600,30.94000000,30.94000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,FP310X600,FP310X600,30.94000000,30.94000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600066953,Kerbstone,K15CH60-002,Kerbstone 60x35x15 15ch,"1,155.00000000","1,155.00000000",Nos,,1,,User -  SHAHID SHAHID,Completed,1/3/2024,1/3/2024,No,No,0,
,,Standard,,,"95,236.68000000","95,236.68000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"19,912.20000000","19,912.20000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"13,929.30000000","13,929.30000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/4,Aggregate 3/4,"35,844.27000000","35,844.27000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"3,973.20000000","3,973.20000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AGDS01,Sand,"9,956.10000000","9,956.10000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"11,550.00000000","11,550.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,FP350X600,FP350X600,35.80500000,35.80500000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,FP365X600,FP365X600,35.80500000,35.80500000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600066954,Kerbstone,KFH60-004,Kerbstone 60x30x15 Flush,660.00000000,660.00000000,Nos,,1,,User -  SHAHID SHAHID,Completed,1/3/2024,1/3/2024,No,No,0,
,,Standard,,,"43,798.92000000","43,798.92000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"9,160.80000000","9,160.80000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"6,415.20000000","6,415.20000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/4,Aggregate 3/4,"16,500.00000000","16,500.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"1,828.20000000","1,828.20000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AGDS01,Sand,"4,580.40000000","4,580.40000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"5,280.00000000","5,280.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,FP300X600,FP300X600,17.16000000,17.16000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,FP310X600,FP310X600,17.16000000,17.16000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600066955,Kerbstone,RTWT50-100,Roof Tiles 50x50 5cm White,252.00000000,252.00000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/3/2024,1/3/2024,No,No,0,
,,Standard,,,"38,782.80000000","38,782.80000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"7,560.00000000","7,560.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"15,120.00000000","15,120.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"7,560.00000000","7,560.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AGDS01,Sand,"2,520.00000000","2,520.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"5,796.00000000","5,796.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,STS01,Strapping Steel (black),226.80000000,226.80000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600066956,Plant-01 Day Shift,LALLO6SDGR100,Rectangle 60x30/6cm/Dark Grey/Single Mix,"1,976.40000000","1,976.40000000",M2,,1,,User -  SHAHID SHAHID,Completed,1/3/2024,1/3/2024,No,No,0,
,,Standard,,,"304,167.96000000","304,167.96000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"59,292.00000000","59,292.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"118,584.00000000","118,584.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"59,292.00000000","59,292.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AGDS01,Sand,"19,764.00000000","19,764.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"45,457.20000000","45,457.20000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,STS01,Strapping Steel (black),"1,778.76000000","1,778.76000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600066957,Plant-01 Night Shift,REC60X30X8GY12S,Rectangle 60x30/8cm/Dark Grey/Single Mix,"1,583.28000000","1,583.28000000",M2,,1,,User -  SHAHID SHAHID,Completed,1/3/2024,1/3/2024,No,No,0,
,,Standard,,,"243,666.79200000","243,666.79200000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"47,498.40000000","47,498.40000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"94,996.80000000","94,996.80000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"47,498.40000000","47,498.40000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AGDS01,Sand,"15,832.80000000","15,832.80000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"36,415.44000000","36,415.44000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,STS01,Strapping Steel (black),"1,424.95200000","1,424.95200000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600066958,Plant-02 Day Shift,LALLO6BK100,Rectangle 60x30/6cm/Black,637.20000000,637.20000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/3/2024,1/3/2024,No,No,0,
,,Standard,,,"98,631.55080000","98,631.55080000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"19,116.00000000","19,116.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"38,232.00000000","38,232.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"19,116.00000000","19,116.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AGDS01,Sand,"6,372.00000000","6,372.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"14,655.60000000","14,655.60000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,PBK01,Pigment Black,566.47080000,566.47080000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,STS01,Strapping Steel (black),573.48000000,573.48000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600066959,Plant-02 Day Shift,LALO6BK100,Square 30x30/6cm/Black,577.80000000,577.80000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/3/2024,1/3/2024,No,No,0,
,,Standard,,,"89,437.08420000","89,437.08420000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"17,334.00000000","17,334.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"34,668.00000000","34,668.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"17,334.00000000","17,334.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AGDS01,Sand,"5,778.00000000","5,778.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"13,289.40000000","13,289.40000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,PBK01,Pigment Black,513.66420000,513.66420000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,STS01,Strapping Steel (black),520.02000000,520.02000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600066960,Plant-02 Day Shift,REC40X10X6BK10,Rectangle 40x10/6cm/Black,205.20000000,205.20000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/3/2024,1/3/2024,No,No,0,
,,Standard,,,"31,762.70280000","31,762.70280000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"6,156.00000000","6,156.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"12,312.00000000","12,312.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"6,156.00000000","6,156.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AGDS01,Sand,"2,052.00000000","2,052.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"4,719.60000000","4,719.60000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,PBK01,Pigment Black,182.42280000,182.42280000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,STS01,Strapping Steel (black),184.68000000,184.68000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600066961,Plant-02 Night Shift,HUOO6DGR100,Hexagon/6cm/Dark Grey,220.80000000,220.80000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/3/2024,1/3/2024,No,No,0,
,,Standard,,,"33,981.12000000","27,357.12000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"6,624.00000000",0.00000000,kg,,1,,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"13,248.00000000","13,248.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"6,624.00000000","6,624.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AGDS01,Sand,"2,208.00000000","2,208.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"5,078.40000000","5,078.40000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,STS01,Strapping Steel (black),198.72000000,198.72000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600066962,Plant-02 Night Shift,HUOO6BK100,Hexagon/6cm/Black,249.60000000,249.60000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/3/2024,1/3/2024,No,No,0,
,,Standard,,,"38,634.08640000","31,146.08640000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"7,488.00000000",0.00000000,kg,,1,,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"14,976.00000000","14,976.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"7,488.00000000","7,488.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,AGDS01,Sand,"2,496.00000000","2,496.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"5,740.80000000","5,740.80000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,PBK01,Pigment Black,220.64640000,220.64640000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,STS01,Strapping Steel (black),224.64000000,224.64000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/3/2024,1/3/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
